City,Place,Ratings,Ideal_Duration,Best_Time_to_Visit,City_Desc,Latitude,Longitude
Sydney,Hagia Sophia,4.0,4,Spring,One of the most famous tourist attractions in the world.,-61.10226286321163,124.57295320787495
Bangkok,Big Ben,5.0,7,Spring,A top-rated destination attracting millions of visitors annually.,-88.36093481022223,-15.139125897643652
Dubai,Burj Khalifa,3.6,6,Year-Round,A must-visit site known for its cultural significance.,21.966171409124428,-26.36907780730033
London,Statue of Liberty,4.8,5,Year-Round,One of the most famous tourist attractions in the world.,52.69712105046028,95.8919311271215
Tokyo,Big Ben,4.1,6,Autumn & Winter,A top-rated destination attracting millions of visitors annually.,33.023575007633994,30.13832689384995
Tokyo,Colosseum,3.8,4,Summer,A historic landmark with breathtaking views.,50.772184228884385,62.555054143914646
Tokyo,Burj Khalifa,4.9,7,Year-Round,An architectural marvel offering stunning cityscapes.,-1.9404884395991644,-19.862650894958847
Sydney,Marina Bay Sands,3.7,7,Autumn & Winter,A historic landmark with breathtaking views.,-54.53496629720097,-47.807747839398615
Dubai,Sydney Opera House,4.4,6,Winter,An architectural marvel offering stunning cityscapes.,-25.770920861544994,-68.67987234360965
Istanbul,Marina Bay Sands,4.8,3,Autumn,A top-rated destination attracting millions of visitors annually.,-49.135548714757824,145.14346775960797
Dubai,Hagia Sophia,4.9,2,Summer,A must-visit site known for its cultural significance.,6.401577215267892,40.699972159459804
London,Sydney Opera House,3.8,7,Autumn & Winter,A must-visit site known for its cultural significance.,-17.037998223935872,105.02442816673135
Sydney,Grand Palace,3.6,1,Autumn & Winter,One of the most famous tourist attractions in the world.,44.52693495787918,-85.77529980318079
Istanbul,Hagia Sophia,4.8,4,Spring & Summer,A must-visit site known for its cultural significance.,-28.427447608408357,-20.105608676162888
Bangkok,Marina Bay Sands,4.3,2,Autumn & Winter,A must-visit site known for its cultural significance.,26.324492967159685,-22.19774346459826
Bangkok,Burj Khalifa,4.9,3,Spring & Summer,A must-visit site known for its cultural significance.,88.06857702340173,-134.1596382076719
Sydney,Marina Bay Sands,3.9,6,Year-Round,A top-rated destination attracting millions of visitors annually.,-49.56278986982138,143.56930020006246
Bangkok,Big Ben,3.8,3,Winter,An architectural marvel offering stunning cityscapes.,32.43075615402208,-85.91093513513927
Bangkok,Marina Bay Sands,4.8,3,Year-Round,An architectural marvel offering stunning cityscapes.,-50.35864188404503,25.482405135097338
Dubai,Marina Bay Sands,3.5,2,Spring & Summer,A top-rated destination attracting millions of visitors annually.,-25.412455384241227,-31.466091979224387
Tokyo,Big Ben,4.1,6,Spring,A must-visit site known for its cultural significance.,-12.691141900641128,-50.88719510467283
Rome,Statue of Liberty,4.3,6,Spring,A top-rated destination attracting millions of visitors annually.,26.134165115582192,2.1177936103913737
Istanbul,Hagia Sophia,3.6,4,Winter,A top-rated destination attracting millions of visitors annually.,-58.32442485258533,8.20684041735052
London,Shibuya Crossing,4.6,1,Year-Round,One of the most famous tourist attractions in the world.,-59.36729391686272,-41.13285624536468
Sydney,Sydney Opera House,4.6,5,Autumn & Winter,An architectural marvel offering stunning cityscapes.,-74.486658521443,157.66571802318896
Bangkok,Eiffel Tower,4.0,5,Winter,A must-visit site known for its cultural significance.,55.707508676971656,-48.00164235006497
Dubai,Colosseum,5.0,2,Spring,A historic landmark with breathtaking views.,37.267387446133796,43.4509238679332
Paris,Sydney Opera House,3.9,3,Winter,A historic landmark with breathtaking views.,88.83284268054774,-15.865385695621285
Rome,Hagia Sophia,5.0,7,Autumn & Winter,A historic landmark with breathtaking views.,-76.49379933835952,-89.95313662817775
Istanbul,Sydney Opera House,4.8,5,Autumn,A must-visit site known for its cultural significance.,-57.28392759582169,-13.571658005921336
New York,Statue of Liberty,4.1,2,Year-Round,An architectural marvel offering stunning cityscapes.,-15.227997788344368,5.084235292546737
Tokyo,Big Ben,4.1,3,Autumn & Winter,A historic landmark with breathtaking views.,42.88847502805578,146.73755985832088
London,Big Ben,4.1,7,Autumn & Winter,A historic landmark with breathtaking views.,49.38068381594968,-43.31119760328335
Tokyo,Burj Khalifa,4.4,6,Year-Round,An architectural marvel offering stunning cityscapes.,-32.52723520700585,-121.08902113469699
Rome,Shibuya Crossing,4.8,7,Spring & Summer,A historic landmark with breathtaking views.,-50.88348991132088,114.98739822263383
Paris,Shibuya Crossing,3.6,7,Spring & Summer,A top-rated destination attracting millions of visitors annually.,-31.43112514906433,-156.61256352212075
Sydney,Eiffel Tower,4.3,7,Summer,A historic landmark with breathtaking views.,-37.691941584914595,87.89757219082207
Bangkok,Eiffel Tower,3.7,1,Spring & Summer,An architectural marvel offering stunning cityscapes.,66.5299631338907,-78.78117129968264
Paris,Marina Bay Sands,4.0,6,Autumn & Winter,One of the most famous tourist attractions in the world.,77.32195157012441,-12.031070533415601
New York,Hagia Sophia,4.6,4,Year-Round,A historic landmark with breathtaking views.,6.6051009188695815,149.85596514062877
Istanbul,Burj Khalifa,4.6,3,Spring,A top-rated destination attracting millions of visitors annually.,76.75802008056442,123.59248294912288
London,Marina Bay Sands,3.5,6,Winter,An architectural marvel offering stunning cityscapes.,54.926584782057006,-96.19614907790876
Singapore,Marina Bay Sands,4.5,5,Summer,A historic landmark with breathtaking views.,47.52244287967403,-150.5740974619573
Singapore,Colosseum,3.7,7,Autumn,One of the most famous tourist attractions in the world.,1.5553367239541558,-107.78811510904836
Paris,Colosseum,3.7,3,Spring & Summer,An architectural marvel offering stunning cityscapes.,-79.31431279945262,124.51461433637922
Rome,Hagia Sophia,4.1,4,Summer,An architectural marvel offering stunning cityscapes.,-59.59950302700319,150.54383289090657
Tokyo,Burj Khalifa,4.2,5,Year-Round,A top-rated destination attracting millions of visitors annually.,33.12264476815862,19.280792196337444
Paris,Hagia Sophia,3.6,4,Autumn & Winter,A historic landmark with breathtaking views.,32.289071948655234,-5.000086940426286
Sydney,Hagia Sophia,4.9,3,Summer,A historic landmark with breathtaking views.,48.012857580955455,-91.28699054680374
Tokyo,Big Ben,3.7,1,Spring & Summer,An architectural marvel offering stunning cityscapes.,45.50645838047217,-129.8930834561585
Istanbul,Burj Khalifa,4.4,5,Summer,A top-rated destination attracting millions of visitors annually.,-19.22713647220469,-167.93671690504496
Istanbul,Colosseum,5.0,1,Summer,One of the most famous tourist attractions in the world.,-22.518161831501672,-22.63274224670741
Dubai,Statue of Liberty,4.6,1,Spring,A historic landmark with breathtaking views.,-46.86602447366051,-56.48908444328325
Dubai,Colosseum,4.1,2,Autumn,A historic landmark with breathtaking views.,28.37345320551333,71.82697832857733
Sydney,Grand Palace,4.9,7,Spring & Summer,An architectural marvel offering stunning cityscapes.,-61.02393509706725,-45.0641230340305
Sydney,Hagia Sophia,4.9,7,Spring,A historic landmark with breathtaking views.,-85.97143352614509,-61.36395926942825
Bangkok,Sydney Opera House,3.6,2,Spring,A top-rated destination attracting millions of visitors annually.,-76.67073873863993,102.66993863697076
London,Eiffel Tower,4.7,4,Summer,A top-rated destination attracting millions of visitors annually.,40.63104520515475,-124.41853811150737
New York,Marina Bay Sands,4.7,3,Spring,One of the most famous tourist attractions in the world.,-61.28570564541891,109.41082273175664
Tokyo,Burj Khalifa,4.2,5,Year-Round,A must-visit site known for its cultural significance.,-79.78391704743916,-10.214156704433236
Dubai,Sydney Opera House,3.8,1,Winter,A historic landmark with breathtaking views.,-67.2115989071783,150.96405096982693
Rome,Hagia Sophia,4.9,6,Summer,One of the most famous tourist attractions in the world.,-51.435163739282565,-50.49708792963625
Bangkok,Shibuya Crossing,3.6,6,Autumn & Winter,An architectural marvel offering stunning cityscapes.,-57.959746598493496,-135.50420567033476
London,Marina Bay Sands,3.7,1,Year-Round,A top-rated destination attracting millions of visitors annually.,34.04740486431676,162.2993161198168
Sydney,Big Ben,4.9,7,Spring & Summer,A must-visit site known for its cultural significance.,20.47013463453729,-49.741313320028524
Bangkok,Statue of Liberty,4.4,3,Spring,A must-visit site known for its cultural significance.,45.383925227952034,141.9840208897731
Paris,Big Ben,4.1,2,Autumn,A historic landmark with breathtaking views.,89.98550113247572,178.88454790019227
Dubai,Burj Khalifa,4.4,3,Autumn,One of the most famous tourist attractions in the world.,-70.26041788015968,-79.63696891243445
New York,Burj Khalifa,4.2,5,Spring & Summer,A must-visit site known for its cultural significance.,-42.27694960078637,80.15961183381484
New York,Sydney Opera House,4.9,3,Winter,A historic landmark with breathtaking views.,77.66805831794065,175.55108575625815
Rome,Marina Bay Sands,4.4,5,Spring,A historic landmark with breathtaking views.,-36.63964212631838,23.126738750450244
Singapore,Sydney Opera House,4.9,1,Winter,An architectural marvel offering stunning cityscapes.,-37.75842332648672,3.2286919303001014
Istanbul,Grand Palace,3.9,6,Winter,A historic landmark with breathtaking views.,55.723260984655695,-145.31225115744198
Bangkok,Marina Bay Sands,4.8,3,Autumn & Winter,A historic landmark with breathtaking views.,-67.14140165512754,73.83145448923315
Istanbul,Marina Bay Sands,4.8,5,Winter,One of the most famous tourist attractions in the world.,-10.166140359634454,-105.25265086093918
London,Sydney Opera House,4.8,3,Winter,One of the most famous tourist attractions in the world.,1.7982966688723536,-131.964976816528
New York,Colosseum,4.6,6,Autumn,A historic landmark with breathtaking views.,-19.14856160949141,-173.62681590197099
Sydney,Grand Palace,4.3,2,Summer,An architectural marvel offering stunning cityscapes.,-83.4134847397982,50.56980242227081
Istanbul,Eiffel Tower,4.9,4,Spring & Summer,An architectural marvel offering stunning cityscapes.,31.29168434758448,3.1801736238416254
Istanbul,Statue of Liberty,3.7,6,Year-Round,One of the most famous tourist attractions in the world.,-86.77319229645946,93.97944172758139
Istanbul,Statue of Liberty,4.5,4,Year-Round,A top-rated destination attracting millions of visitors annually.,-21.681044393953243,26.11029304991655
Dubai,Eiffel Tower,4.0,4,Year-Round,One of the most famous tourist attractions in the world.,77.52795847374213,-84.11851018843166
Bangkok,Marina Bay Sands,4.3,1,Summer,An architectural marvel offering stunning cityscapes.,-43.30132205544228,54.12676608435427
Singapore,Colosseum,4.0,4,Spring & Summer,A must-visit site known for its cultural significance.,14.253768262993418,47.72373139145134
Dubai,Hagia Sophia,4.0,2,Winter,One of the most famous tourist attractions in the world.,-88.54176020740742,85.49390402430424
Dubai,Grand Palace,3.8,6,Year-Round,An architectural marvel offering stunning cityscapes.,0.819593398380178,171.96627595283263
Dubai,Shibuya Crossing,4.1,5,Year-Round,A top-rated destination attracting millions of visitors annually.,6.082302630750377,-107.48045972677018
Rome,Burj Khalifa,4.8,3,Autumn,A top-rated destination attracting millions of visitors annually.,-73.69997906260716,169.70849259028938
Sydney,Statue of Liberty,4.7,6,Spring,One of the most famous tourist attractions in the world.,76.71061994287413,-8.960264294177762
Istanbul,Hagia Sophia,4.8,6,Year-Round,A must-visit site known for its cultural significance.,-72.47332311990402,107.32853877773522
Istanbul,Grand Palace,3.8,5,Autumn,A historic landmark with breathtaking views.,-3.3421918355722795,47.98877652076112
New York,Eiffel Tower,4.3,6,Summer,An architectural marvel offering stunning cityscapes.,-9.597946891963645,87.64177645816903
Rome,Big Ben,4.8,1,Spring & Summer,An architectural marvel offering stunning cityscapes.,-64.06311399700263,-42.24179630466372
Rome,Eiffel Tower,4.9,3,Spring & Summer,A historic landmark with breathtaking views.,-10.423750417874217,-53.42898089782567
Tokyo,Marina Bay Sands,4.5,3,Year-Round,One of the most famous tourist attractions in the world.,23.821402864234898,115.45201444562701
Paris,Marina Bay Sands,4.8,2,Spring,One of the most famous tourist attractions in the world.,84.26489149489993,-162.7572419699872
Sydney,Sydney Opera House,4.2,7,Spring,An architectural marvel offering stunning cityscapes.,-22.94045964224844,25.04258484520369
Dubai,Eiffel Tower,4.6,3,Autumn & Winter,An architectural marvel offering stunning cityscapes.,-37.94015751476968,-75.60067935921171
Sydney,Colosseum,3.8,4,Autumn,A historic landmark with breathtaking views.,28.164468978436517,133.87466595667507
Rome,Big Ben,4.5,7,Year-Round,A top-rated destination attracting millions of visitors annually.,57.60854409596965,131.98629653322467
London,Shibuya Crossing,4.6,6,Year-Round,One of the most famous tourist attractions in the world.,-73.68107113978341,36.75917390608694
New York,Statue of Liberty,4.0,6,Winter,A top-rated destination attracting millions of visitors annually.,23.29979468749363,149.16559909687936
Istanbul,Burj Khalifa,4.2,3,Summer,An architectural marvel offering stunning cityscapes.,60.07018445915608,-156.0973163479703
Bangkok,Burj Khalifa,4.1,6,Spring & Summer,A historic landmark with breathtaking views.,-12.409492726467832,27.75159182841702
Sydney,Shibuya Crossing,3.5,5,Summer,A historic landmark with breathtaking views.,-27.88006151399255,-98.94749716492665
Sydney,Hagia Sophia,4.4,3,Spring,A historic landmark with breathtaking views.,67.00151551579205,-177.1121077664091
Bangkok,Hagia Sophia,4.4,3,Autumn,A top-rated destination attracting millions of visitors annually.,-53.16454885050465,-6.110919940638098
Rome,Statue of Liberty,3.6,6,Year-Round,A historic landmark with breathtaking views.,-60.383953702605126,155.5960043509428
Istanbul,Marina Bay Sands,3.7,4,Autumn,An architectural marvel offering stunning cityscapes.,-80.25657444296262,11.027685741169591
