Country,State,City,Tourist Place,Address,Image URL,Reviews,Best Visiting Time,Best Visiting Days,Best Visiting Months,Nearby Attractions,Recommended Stay,Google Maps Link
USA,New York,Rochester,Amusement Park in Rochester,"91 Amusement Park St, Rochester, New York, USA","https://source.unsplash.com/400x300/?AmusementPark,Rochester",4.0,Morning,Anytime,Summer,Nearby Historical Site,Hostel in Rochester,"https://www.google.com/maps/search/Amusement+Park+in+Rochester,Rochester"
India,Tamil Nadu,Madurai,Historical Site in Madurai,"900 Historical Site St, Madurai, Tamil Nadu, India","https://source.unsplash.com/400x300/?HistoricalSite,Madurai",3.6,Afternoon,Anytime,Autumn,Nearby Historical Site,Hotel in Madurai,"https://www.google.com/maps/search/Historical+Site+in+Madurai,Madurai"
France,Normandy,Caen,Cultural Center in Caen,"102 Cultural Center St, Caen, Normandy, France","https://source.unsplash.com/400x300/?CulturalCenter,Caen",3.5,Morning,Weekdays,Spring,Nearby Wildlife Sanctuary,Hostel in Caen,"https://www.google.com/maps/search/Cultural+Center+in+Caen,Caen"
India,Maharashtra,Mumbai,Shopping Mall in Mumbai,"411 Shopping Mall St, Mumbai, Maharashtra, India","https://source.unsplash.com/400x300/?ShoppingMall,Mumbai",4.4,Evening,Weekends,Winter,Nearby Wildlife Sanctuary,Hotel in Mumbai,"https://www.google.com/maps/search/Shopping+Mall+in+Mumbai,Mumbai"
Japan,Osaka,Namba,Cultural Center in Namba,"552 Cultural Center St, Namba, Osaka, Japan","https://source.unsplash.com/400x300/?CulturalCenter,Namba",4.3,Morning,Weekdays,Spring,Nearby Historical Site,Hotel in Namba,"https://www.google.com/maps/search/Cultural+Center+in+Namba,Namba"
France,Normandy,Caen,Temple in Caen,"859 Temple St, Caen, Normandy, France","https://source.unsplash.com/400x300/?Temple,Caen",4.1,Afternoon,Weekends,Autumn,Nearby Temple,Hostel in Caen,"https://www.google.com/maps/search/Temple+in+Caen,Caen"
India,Tamil Nadu,Coimbatore,Theme Park in Coimbatore,"991 Theme Park St, Coimbatore, Tamil Nadu, India","https://source.unsplash.com/400x300/?ThemePark,Coimbatore",3.8,Afternoon,Weekends,Autumn,Nearby Zoo,Hotel in Coimbatore,"https://www.google.com/maps/search/Theme+Park+in+Coimbatore,Coimbatore"
Japan,Osaka,Namba,Aquarium in Namba,"196 Aquarium St, Namba, Osaka, Japan","https://source.unsplash.com/400x300/?Aquarium,Namba",3.9,Morning,Anytime,Winter,Nearby Zoo,Hotel in Namba,"https://www.google.com/maps/search/Aquarium+in+Namba,Namba"
Australia,New South Wales,Newcastle,Aquarium in Newcastle,"46 Aquarium St, Newcastle, New South Wales, Australia","https://source.unsplash.com/400x300/?Aquarium,Newcastle",4.6,Morning,Weekdays,Autumn,Nearby Botanical Garden,Hostel in Newcastle,"https://www.google.com/maps/search/Aquarium+in+Newcastle,Newcastle"
Japan,Kyoto,Arashiyama,Beach in Arashiyama,"770 Beach St, Arashiyama, Kyoto, Japan","https://source.unsplash.com/400x300/?Beach,Arashiyama",3.9,Afternoon,Weekdays,Spring,Nearby Amusement Park,Hotel in Arashiyama,"https://www.google.com/maps/search/Beach+in+Arashiyama,Arashiyama"
Australia,Queensland,Gold Coast,Mountain in Gold Coast,"112 Mountain St, Gold Coast, Queensland, Australia","https://source.unsplash.com/400x300/?Mountain,GoldCoast",3.9,Morning,Anytime,Autumn,Nearby Museum,Resort in Gold Coast,"https://www.google.com/maps/search/Mountain+in+Gold+Coast,Gold Coast"
France,Normandy,Rouen,Temple in Rouen,"362 Temple St, Rouen, Normandy, France","https://source.unsplash.com/400x300/?Temple,Rouen",4.1,Afternoon,Anytime,Winter,Nearby Amusement Park,Resort in Rouen,"https://www.google.com/maps/search/Temple+in+Rouen,Rouen"
India,Kerala,Thiruvananthapuram,Beach in Thiruvananthapuram,"912 Beach St, Thiruvananthapuram, Kerala, India","https://source.unsplash.com/400x300/?Beach,Thiruvananthapuram",4.0,Afternoon,Weekends,Autumn,Nearby Mountain,Hostel in Thiruvananthapuram,"https://www.google.com/maps/search/Beach+in+Thiruvananthapuram,Thiruvananthapuram"
USA,Texas,Houston,Cultural Center in Houston,"860 Cultural Center St, Houston, Texas, USA","https://source.unsplash.com/400x300/?CulturalCenter,Houston",3.6,Evening,Weekdays,Summer,Nearby Aquarium,Hostel in Houston,"https://www.google.com/maps/search/Cultural+Center+in+Houston,Houston"
Japan,Hokkaido,Hakodate,Wildlife Sanctuary in Hakodate,"605 Wildlife Sanctuary St, Hakodate, Hokkaido, Japan","https://source.unsplash.com/400x300/?WildlifeSanctuary,Hakodate",4.0,Evening,Weekdays,Autumn,Nearby Zoo,Hotel in Hakodate,"https://www.google.com/maps/search/Wildlife+Sanctuary+in+Hakodate,Hakodate"
India,Rajasthan,Jaipur,Beach in Jaipur,"668 Beach St, Jaipur, Rajasthan, India","https://source.unsplash.com/400x300/?Beach,Jaipur",4.0,Morning,Weekdays,Spring,Nearby Zoo,Hotel in Jaipur,"https://www.google.com/maps/search/Beach+in+Jaipur,Jaipur"
India,Maharashtra,Mumbai,Mountain in Mumbai,"876 Mountain St, Mumbai, Maharashtra, India","https://source.unsplash.com/400x300/?Mountain,Mumbai",4.7,Afternoon,Weekdays,Autumn,Nearby Temple,Hotel in Mumbai,"https://www.google.com/maps/search/Mountain+in+Mumbai,Mumbai"
Australia,New South Wales,Sydney,Museum in Sydney,"95 Museum St, Sydney, New South Wales, Australia","https://source.unsplash.com/400x300/?Museum,Sydney",4.3,Afternoon,Anytime,Summer,Nearby Waterfall,Hostel in Sydney,"https://www.google.com/maps/search/Museum+in+Sydney,Sydney"
India,Maharashtra,Nagpur,Aquarium in Nagpur,"85 Aquarium St, Nagpur, Maharashtra, India","https://source.unsplash.com/400x300/?Aquarium,Nagpur",4.3,Evening,Anytime,Winter,Nearby Amusement Park,Resort in Nagpur,"https://www.google.com/maps/search/Aquarium+in+Nagpur,Nagpur"
India,Rajasthan,Udaipur,Theme Park in Udaipur,"983 Theme Park St, Udaipur, Rajasthan, India","https://source.unsplash.com/400x300/?ThemePark,Udaipur",3.6,Evening,Weekdays,Winter,Nearby Beach,Hostel in Udaipur,"https://www.google.com/maps/search/Theme+Park+in+Udaipur,Udaipur"
Australia,New South Wales,Newcastle,Historical Site in Newcastle,"993 Historical Site St, Newcastle, New South Wales, Australia","https://source.unsplash.com/400x300/?HistoricalSite,Newcastle",4.3,Evening,Weekends,Summer,Nearby Aquarium,Hostel in Newcastle,"https://www.google.com/maps/search/Historical+Site+in+Newcastle,Newcastle"
India,Kerala,Thiruvananthapuram,Amusement Park in Thiruvananthapuram,"338 Amusement Park St, Thiruvananthapuram, Kerala, India","https://source.unsplash.com/400x300/?AmusementPark,Thiruvananthapuram",4.4,Morning,Anytime,Autumn,Nearby Theme Park,Resort in Thiruvananthapuram,"https://www.google.com/maps/search/Amusement+Park+in+Thiruvananthapuram,Thiruvananthapuram"
USA,California,Los Angeles,Museum in Los Angeles,"710 Museum St, Los Angeles, California, USA","https://source.unsplash.com/400x300/?Museum,LosAngeles",4.6,Evening,Anytime,Autumn,Nearby Historical Site,Hotel in Los Angeles,"https://www.google.com/maps/search/Museum+in+Los+Angeles,Los Angeles"
Australia,Victoria,Melbourne,Cultural Center in Melbourne,"73 Cultural Center St, Melbourne, Victoria, Australia","https://source.unsplash.com/400x300/?CulturalCenter,Melbourne",4.3,Evening,Weekdays,Summer,Nearby Historical Site,Resort in Melbourne,"https://www.google.com/maps/search/Cultural+Center+in+Melbourne,Melbourne"
Japan,Osaka,Namba,Beach in Namba,"130 Beach St, Namba, Osaka, Japan","https://source.unsplash.com/400x300/?Beach,Namba",3.8,Morning,Weekdays,Summer,Nearby Beach,Resort in Namba,"https://www.google.com/maps/search/Beach+in+Namba,Namba"
USA,Texas,Dallas,Aquarium in Dallas,"783 Aquarium St, Dallas, Texas, USA","https://source.unsplash.com/400x300/?Aquarium,Dallas",3.9,Morning,Weekdays,Autumn,Nearby Zoo,Resort in Dallas,"https://www.google.com/maps/search/Aquarium+in+Dallas,Dallas"
Japan,Osaka,Namba,Wildlife Sanctuary in Namba,"362 Wildlife Sanctuary St, Namba, Osaka, Japan","https://source.unsplash.com/400x300/?WildlifeSanctuary,Namba",4.5,Evening,Anytime,Summer,Nearby Wildlife Sanctuary,Hotel in Namba,"https://www.google.com/maps/search/Wildlife+Sanctuary+in+Namba,Namba"
USA,Texas,Dallas,Shopping Mall in Dallas,"278 Shopping Mall St, Dallas, Texas, USA","https://source.unsplash.com/400x300/?ShoppingMall,Dallas",4.7,Evening,Weekends,Autumn,Nearby Mountain,Resort in Dallas,"https://www.google.com/maps/search/Shopping+Mall+in+Dallas,Dallas"
Japan,Tokyo,Shinjuku,Theme Park in Shinjuku,"5 Theme Park St, Shinjuku, Tokyo, Japan","https://source.unsplash.com/400x300/?ThemePark,Shinjuku",4.6,Morning,Weekends,Winter,Nearby Zoo,Hotel in Shinjuku,"https://www.google.com/maps/search/Theme+Park+in+Shinjuku,Shinjuku"
Australia,New South Wales,Newcastle,Historical Site in Newcastle,"123 Historical Site St, Newcastle, New South Wales, Australia","https://source.unsplash.com/400x300/?HistoricalSite,Newcastle",3.8,Morning,Weekends,Autumn,Nearby Theme Park,Hostel in Newcastle,"https://www.google.com/maps/search/Historical+Site+in+Newcastle,Newcastle"
India,Maharashtra,Nagpur,Shopping Mall in Nagpur,"842 Shopping Mall St, Nagpur, Maharashtra, India","https://source.unsplash.com/400x300/?ShoppingMall,Nagpur",3.9,Afternoon,Anytime,Winter,Nearby Mountain,Resort in Nagpur,"https://www.google.com/maps/search/Shopping+Mall+in+Nagpur,Nagpur"
USA,Texas,Dallas,Waterfall in Dallas,"418 Waterfall St, Dallas, Texas, USA","https://source.unsplash.com/400x300/?Waterfall,Dallas",3.7,Afternoon,Weekends,Winter,Nearby Shopping Mall,Hotel in Dallas,"https://www.google.com/maps/search/Waterfall+in+Dallas,Dallas"
Japan,Kyoto,Arashiyama,Botanical Garden in Arashiyama,"113 Botanical Garden St, Arashiyama, Kyoto, Japan","https://source.unsplash.com/400x300/?BotanicalGarden,Arashiyama",4.4,Afternoon,Weekdays,Winter,Nearby Cultural Center,Hotel in Arashiyama,"https://www.google.com/maps/search/Botanical+Garden+in+Arashiyama,Arashiyama"
France,Normandy,Rouen,Shopping Mall in Rouen,"232 Shopping Mall St, Rouen, Normandy, France","https://source.unsplash.com/400x300/?ShoppingMall,Rouen",4.3,Morning,Anytime,Winter,Nearby Mountain,Hotel in Rouen,"https://www.google.com/maps/search/Shopping+Mall+in+Rouen,Rouen"
France,Île-de-France,Paris,Mountain in Paris,"756 Mountain St, Paris, Île-de-France, France","https://source.unsplash.com/400x300/?Mountain,Paris",4.5,Morning,Anytime,Summer,Nearby Shopping Mall,Resort in Paris,"https://www.google.com/maps/search/Mountain+in+Paris,Paris"
USA,Florida,Miami,Theme Park in Miami,"269 Theme Park St, Miami, Florida, USA","https://source.unsplash.com/400x300/?ThemePark,Miami",3.9,Morning,Anytime,Summer,Nearby Temple,Hotel in Miami,"https://www.google.com/maps/search/Theme+Park+in+Miami,Miami"
India,Kerala,Munnar,Amusement Park in Munnar,"462 Amusement Park St, Munnar, Kerala, India","https://source.unsplash.com/400x300/?AmusementPark,Munnar",4.8,Morning,Weekdays,Autumn,Nearby Cultural Center,Resort in Munnar,"https://www.google.com/maps/search/Amusement+Park+in+Munnar,Munnar"
Japan,Kyoto,Gion,Temple in Gion,"855 Temple St, Gion, Kyoto, Japan","https://source.unsplash.com/400x300/?Temple,Gion",3.8,Evening,Weekdays,Spring,Nearby Mountain,Hotel in Gion,"https://www.google.com/maps/search/Temple+in+Gion,Gion"
India,Tamil Nadu,Chennai,Temple in Chennai,"598 Temple St, Chennai, Tamil Nadu, India","https://source.unsplash.com/400x300/?Temple,Chennai",4.2,Evening,Anytime,Autumn,Nearby Botanical Garden,Resort in Chennai,"https://www.google.com/maps/search/Temple+in+Chennai,Chennai"
Australia,Victoria,Melbourne,Zoo in Melbourne,"825 Zoo St, Melbourne, Victoria, Australia","https://source.unsplash.com/400x300/?Zoo,Melbourne",4.4,Afternoon,Anytime,Summer,Nearby Shopping Mall,Hostel in Melbourne,"https://www.google.com/maps/search/Zoo+in+Melbourne,Melbourne"
USA,California,Los Angeles,Botanical Garden in Los Angeles,"978 Botanical Garden St, Los Angeles, California, USA","https://source.unsplash.com/400x300/?BotanicalGarden,LosAngeles",3.7,Afternoon,Weekends,Autumn,Nearby Aquarium,Hostel in Los Angeles,"https://www.google.com/maps/search/Botanical+Garden+in+Los+Angeles,Los Angeles"
France,Normandy,Rouen,Theme Park in Rouen,"850 Theme Park St, Rouen, Normandy, France","https://source.unsplash.com/400x300/?ThemePark,Rouen",4.7,Evening,Weekdays,Spring,Nearby Wildlife Sanctuary,Hotel in Rouen,"https://www.google.com/maps/search/Theme+Park+in+Rouen,Rouen"
USA,New York,Rochester,Waterfall in Rochester,"929 Waterfall St, Rochester, New York, USA","https://source.unsplash.com/400x300/?Waterfall,Rochester",3.7,Afternoon,Weekdays,Autumn,Nearby Historical Site,Hostel in Rochester,"https://www.google.com/maps/search/Waterfall+in+Rochester,Rochester"
Australia,Queensland,Gold Coast,Cultural Center in Gold Coast,"123 Cultural Center St, Gold Coast, Queensland, Australia","https://source.unsplash.com/400x300/?CulturalCenter,GoldCoast",4.5,Morning,Weekdays,Autumn,Nearby Temple,Resort in Gold Coast,"https://www.google.com/maps/search/Cultural+Center+in+Gold+Coast,Gold Coast"
India,Maharashtra,Pune,Theme Park in Pune,"551 Theme Park St, Pune, Maharashtra, India","https://source.unsplash.com/400x300/?ThemePark,Pune",4.8,Morning,Weekdays,Autumn,Nearby Amusement Park,Hostel in Pune,"https://www.google.com/maps/search/Theme+Park+in+Pune,Pune"
Australia,New South Wales,Newcastle,Museum in Newcastle,"941 Museum St, Newcastle, New South Wales, Australia","https://source.unsplash.com/400x300/?Museum,Newcastle",4.7,Evening,Weekends,Spring,Nearby Mountain,Resort in Newcastle,"https://www.google.com/maps/search/Museum+in+Newcastle,Newcastle"
France,Île-de-France,Versailles,Zoo in Versailles,"429 Zoo St, Versailles, Île-de-France, France","https://source.unsplash.com/400x300/?Zoo,Versailles",3.6,Afternoon,Anytime,Spring,Nearby Theme Park,Hotel in Versailles,"https://www.google.com/maps/search/Zoo+in+Versailles,Versailles"
Australia,Queensland,Gold Coast,Zoo in Gold Coast,"440 Zoo St, Gold Coast, Queensland, Australia","https://source.unsplash.com/400x300/?Zoo,GoldCoast",4.9,Afternoon,Weekends,Autumn,Nearby Zoo,Resort in Gold Coast,"https://www.google.com/maps/search/Zoo+in+Gold+Coast,Gold Coast"
Australia,New South Wales,Sydney,Zoo in Sydney,"475 Zoo St, Sydney, New South Wales, Australia","https://source.unsplash.com/400x300/?Zoo,Sydney",4.7,Evening,Weekdays,Spring,Nearby Museum,Hostel in Sydney,"https://www.google.com/maps/search/Zoo+in+Sydney,Sydney"
France,Normandy,Rouen,Shopping Mall in Rouen,"311 Shopping Mall St, Rouen, Normandy, France","https://source.unsplash.com/400x300/?ShoppingMall,Rouen",4.5,Afternoon,Weekdays,Winter,Nearby Museum,Resort in Rouen,"https://www.google.com/maps/search/Shopping+Mall+in+Rouen,Rouen"
India,Maharashtra,Nagpur,Wildlife Sanctuary in Nagpur,"868 Wildlife Sanctuary St, Nagpur, Maharashtra, India","https://source.unsplash.com/400x300/?WildlifeSanctuary,Nagpur",4.2,Evening,Anytime,Spring,Nearby Amusement Park,Hostel in Nagpur,"https://www.google.com/maps/search/Wildlife+Sanctuary+in+Nagpur,Nagpur"
Australia,New South Wales,Sydney,Zoo in Sydney,"455 Zoo St, Sydney, New South Wales, Australia","https://source.unsplash.com/400x300/?Zoo,Sydney",3.7,Afternoon,Weekends,Summer,Nearby Amusement Park,Hotel in Sydney,"https://www.google.com/maps/search/Zoo+in+Sydney,Sydney"
Japan,Kyoto,Gion,Historical Site in Gion,"748 Historical Site St, Gion, Kyoto, Japan","https://source.unsplash.com/400x300/?HistoricalSite,Gion",3.6,Evening,Weekdays,Spring,Nearby Historical Site,Hostel in Gion,"https://www.google.com/maps/search/Historical+Site+in+Gion,Gion"
USA,Florida,Orlando,Botanical Garden in Orlando,"566 Botanical Garden St, Orlando, Florida, USA","https://source.unsplash.com/400x300/?BotanicalGarden,Orlando",4.0,Afternoon,Weekdays,Summer,Nearby Cultural Center,Resort in Orlando,"https://www.google.com/maps/search/Botanical+Garden+in+Orlando,Orlando"
France,Île-de-France,Versailles,Shopping Mall in Versailles,"551 Shopping Mall St, Versailles, Île-de-France, France","https://source.unsplash.com/400x300/?ShoppingMall,Versailles",4.5,Morning,Weekdays,Spring,Nearby Zoo,Resort in Versailles,"https://www.google.com/maps/search/Shopping+Mall+in+Versailles,Versailles"
Japan,Hokkaido,Sapporo,Amusement Park in Sapporo,"6 Amusement Park St, Sapporo, Hokkaido, Japan","https://source.unsplash.com/400x300/?AmusementPark,Sapporo",4.2,Morning,Anytime,Spring,Nearby Waterfall,Resort in Sapporo,"https://www.google.com/maps/search/Amusement+Park+in+Sapporo,Sapporo"
France,Île-de-France,Paris,Historical Site in Paris,"359 Historical Site St, Paris, Île-de-France, France","https://source.unsplash.com/400x300/?HistoricalSite,Paris",3.7,Afternoon,Anytime,Winter,Nearby Theme Park,Resort in Paris,"https://www.google.com/maps/search/Historical+Site+in+Paris,Paris"
Japan,Tokyo,Shibuya,Wildlife Sanctuary in Shibuya,"929 Wildlife Sanctuary St, Shibuya, Tokyo, Japan","https://source.unsplash.com/400x300/?WildlifeSanctuary,Shibuya",3.9,Afternoon,Weekdays,Spring,Nearby Museum,Hotel in Shibuya,"https://www.google.com/maps/search/Wildlife+Sanctuary+in+Shibuya,Shibuya"
Japan,Hokkaido,Hakodate,Shopping Mall in Hakodate,"662 Shopping Mall St, Hakodate, Hokkaido, Japan","https://source.unsplash.com/400x300/?ShoppingMall,Hakodate",4.9,Afternoon,Anytime,Spring,Nearby Museum,Hotel in Hakodate,"https://www.google.com/maps/search/Shopping+Mall+in+Hakodate,Hakodate"
Japan,Hokkaido,Sapporo,Cultural Center in Sapporo,"254 Cultural Center St, Sapporo, Hokkaido, Japan","https://source.unsplash.com/400x300/?CulturalCenter,Sapporo",4.3,Evening,Weekends,Spring,Nearby Mountain,Hostel in Sapporo,"https://www.google.com/maps/search/Cultural+Center+in+Sapporo,Sapporo"
USA,Florida,Orlando,Beach in Orlando,"576 Beach St, Orlando, Florida, USA","https://source.unsplash.com/400x300/?Beach,Orlando",4.4,Morning,Weekdays,Autumn,Nearby Historical Site,Hotel in Orlando,"https://www.google.com/maps/search/Beach+in+Orlando,Orlando"
India,Tamil Nadu,Chennai,Zoo in Chennai,"306 Zoo St, Chennai, Tamil Nadu, India","https://source.unsplash.com/400x300/?Zoo,Chennai",4.3,Afternoon,Weekdays,Spring,Nearby Temple,Resort in Chennai,"https://www.google.com/maps/search/Zoo+in+Chennai,Chennai"
France,Provence-Alpes-Côte d'Azur,Marseille,Mountain in Marseille,"271 Mountain St, Marseille, Provence-Alpes-Côte d'Azur, France","https://source.unsplash.com/400x300/?Mountain,Marseille",4.6,Evening,Weekdays,Summer,Nearby Cultural Center,Resort in Marseille,"https://www.google.com/maps/search/Mountain+in+Marseille,Marseille"
Japan,Tokyo,Shibuya,Amusement Park in Shibuya,"677 Amusement Park St, Shibuya, Tokyo, Japan","https://source.unsplash.com/400x300/?AmusementPark,Shibuya",4.7,Morning,Weekdays,Autumn,Nearby Historical Site,Resort in Shibuya,"https://www.google.com/maps/search/Amusement+Park+in+Shibuya,Shibuya"
USA,Florida,Tampa,Beach in Tampa,"263 Beach St, Tampa, Florida, USA","https://source.unsplash.com/400x300/?Beach,Tampa",3.5,Afternoon,Anytime,Summer,Nearby Waterfall,Hotel in Tampa,"https://www.google.com/maps/search/Beach+in+Tampa,Tampa"
France,Provence-Alpes-Côte d'Azur,Marseille,Beach in Marseille,"76 Beach St, Marseille, Provence-Alpes-Côte d'Azur, France","https://source.unsplash.com/400x300/?Beach,Marseille",4.6,Afternoon,Weekends,Winter,Nearby Wildlife Sanctuary,Resort in Marseille,"https://www.google.com/maps/search/Beach+in+Marseille,Marseille"
